Publication,Publication date,News url,Article #,Sentence #,Sentence,Word,Pos,Chunk,NER_tag,Mapping,Target,Opinion,Aspect,Sentiment,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,62,16,,"['Now', ',', 'as', 'far', 'as', 'men', 'go', ',', 'here', ""'s"", 'what', ""'s"", 'interesting', ':', 'though', 'most', 'female', 'actresses', 'insist', 'on', 'being', 'the', 'only', 'person', 'on', 'the', 'red', 'carpet', 'dressed', 'by', 'a', 'certain', 'designer', ',', 'men', 'seem', 'to', 'feel', 'there', ""'s"", 'comfort', 'in', 'numbers', ',', 'and', 'brands', 'get', 'to', 'dress', 'a', 'whole', 'host', 'of', 'guys', '.']","['UH', ',', 'RB', 'RB', 'IN', 'NNS', 'VBP', ',', 'RB', 'VBZ', 'WP', 'VBZ', 'JJ', ':', 'IN', 'JJS', 'JJ', 'NNS', 'VBP', 'IN', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'VBN', 'IN', 'DT', 'JJ', 'NN', ',', 'NNS', 'VBP', 'TO', 'VB', 'EX', 'VBZ', 'NN', 'IN', 'NNS', ',', 'CC', 'NNS', 'VBP', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NNS', '.']","['B-ADVP', 'O', 'B-ADVP', 'I-ADVP', 'B-SBAR', 'B-NP', 'B-VP', 'O', 'B-ADVP', 'B-VP', 'B-NP', 'B-VP', 'B-ADJP', 'O', 'B-SBAR', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'B-PP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'B-VP', 'B-NP', 'B-PP', 'B-NP', 'O', 'O', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'O']","['O', 'B-PER', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,62,17,,"['Gucci', ',', 'for', 'example', ',', 'did', 'nine', ',', 'including', 'James', 'Franco', ',', 'Robert', 'Pattinson', ',', 'Chris', 'Evans', 'and', 'Ben', 'Affleck', ',', 'Burberry', ',', 'seven', ',', 'including', 'Geoffrey', 'Rush', ',', 'guy', 'Pearce', ',', 'Ryan', 'Seacrest', ',', 'and', 'Hugh', 'Dancy', ';', 'and', 'Prada', ',', 'eight', 'guys', ',', 'including', 'David', 'O.', 'Russell', ',', 'Jeremy', 'Renner', ',', 'Robert', 'Downey', 'Jr', '.', '(', 'The', 'exception', 'to', 'this', 'multi-man', 'rule', 'was', 'Tom', 'Ford', ',', 'who', 'dressed', 'only', 'Best', 'Actor', 'Colin', 'Firth', ',', 'but', 'he', 'had', 'already', 'announced', 'his', 'intentions', 'to', 'remain', 'exclusive', ',', 'so', 'that', ""'s"", 'not', 'a', 'surprise', '.']","['NNP', ',', 'IN', 'NN', ',', 'VBD', 'CD', ',', 'VBG', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', ',', 'NNP', ',', 'CD', ',', 'VBG', 'NNP', 'NNP', ',', 'NN', 'NNP', ',', 'NNP', 'NNP', ',', 'CC', 'NNP', 'NNP', ':', 'CC', 'NNP', ',', 'CD', 'NNS', ',', 'VBG', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'NNP', '.', ':', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBD', 'NNP', 'NNP', ',', 'WP', 'VBD', 'RB', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'CC', 'PRP', 'VBD', 'RB', 'VBN', 'PRP$', 'NNS', 'TO', 'VB', 'JJ', ',', 'CC', 'DT', 'VBZ', 'RB', 'DT', 'NN', '.']","['B-NP', 'O', 'B-PP', 'B-NP', 'O', 'B-VP', 'B-NP', 'O', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'O', 'B-NP', 'O', 'B-NP', 'O', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'O', 'O', 'B-NP', 'I-NP', 'O', 'O', 'B-NP', 'O', 'B-NP', 'I-NP', 'O', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'O', 'O', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'O', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-ADJP', 'O', 'O', 'B-NP', 'B-VP', 'O', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['Gucci', 'Burberry']","[' did nine', ' did nine']","['stock', 'stock']","[0.00055487454, 0.00055487454]",,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,62,18,,"['More', 'interesting', 'was', 'the', 'fact', 'that', 'Julianne', 'Moore', ',', 'who', 'walked', 'the', 'runway', 'in', 'Mr', 'Ford', ""'s"", 'super-secret', 'show', 'last', 'September', ',', 'wore', 'Lanvin', '.']","['RBR', 'JJ', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'NNP', ',', 'WP', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'POS', 'JJ', 'NN', 'JJ', 'NNP', ',', 'VBD', 'NNP', '.']","['B-ADJP', 'I-ADJP', 'B-VP', 'B-NP', 'I-NP', 'B-SBAR', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'I-NP', 'B-NP', 'I-NP', 'O', 'B-VP', 'B-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,62,19,,"['But', 'maybe', 'she', ""'s"", 'saving', 'her', 'Ford', 'for', 'the', 'Oscars', '.', ')']","['CC', 'RB', 'PRP', 'VBZ', 'VBG', 'PRP', 'NNP', 'IN', 'DT', 'NNPS', '.', '-RRB-']","['O', 'B-ADVP', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'O']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']",,['Ford'],"["" she 's saving her Ford""]",['stock'],[0.12856884],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,62,20,,"['I', 'suppose', 'it', ""'s"", 'a', 'question', 'of', 'who', 'has', 'more', 'power', 'when', 'it', 'comes', 'to', 'selling', 'clothes', '—', 'the', 'actor', 'or', 'the', 'brand', '—', 'and', 'the', 'answer', 'is', 'different', 'for', 'men', 'and', 'women', '.']","['PRP', 'VBP', 'PRP', 'VBZ', 'DT', 'NN', 'IN', 'WP', 'VBZ', 'JJR', 'NN', 'WRB', 'PRP', 'VBZ', 'IN', 'VBG', 'NNS', 'IN', 'DT', 'NN', 'CC', 'DT', 'NN', ""''"", 'CC', 'DT', 'NN', 'VBZ', 'JJ', 'IN', 'NNS', 'CC', 'NNS', '.']","['B-NP', 'B-VP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-ADVP', 'B-NP', 'B-VP', 'B-PP', 'B-VP', 'B-NP', 'O', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'O', 'O', 'B-NP', 'I-NP', 'B-VP', 'B-ADJP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,62,21,,"['Anyway', ',', 'for', 'other', 'opinions', 'on', 'who', 'wore', 'what', 'best', ',', 'I', 'recommend', 'checking', 'out', 'the', 'FUG', 'girls', ',', 'Jezebel', ',', 'and', 'Fashionista', ""'s"", 'live', 'blog', '.']","['RB', ',', 'IN', 'JJ', 'NNS', 'IN', 'WP', 'VBD', 'WP', 'RB', ',', 'PRP', 'VBP', 'VBG', 'RP', 'DT', 'NNP', 'NNS', ',', 'NNP', ',', 'CC', 'NNP', 'POS', 'JJ', 'NN', '.']","['B-ADVP', 'O', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-PRT', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'O', 'O', 'B-NP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['FUG', 'Jezebel']","[' I recommend checking out the FUG girls', ' I recommend checking out the FUG girls']","['stock', 'stock']","[0.03583251, 0.03583251]",,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,1,,"['Shoppers', 'of', 'a', 'certain', 'age', 'in', 'the', 'UK', ""'s"", 'House', 'of', 'Fraser', 'department', 'stores', 'might', 'be', 'forgiven', 'for', 'coming', 'over', 'all', 'nostalgic', 'in', 'the', 'women', ""'s"", 'wear', 'department', '.']","['NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'POS', 'NNP', 'IN', 'NNP', 'NN', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'VBG', 'RP', 'DT', 'JJ', 'IN', 'DT', 'NNS', 'POS', 'NN', 'NN', '.']","['B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'I-VP', 'B-PP', 'B-VP', 'B-ADVP', 'O', 'B-ADJP', 'B-PP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['House of Fraser'],[' Fraser department stores might be forgiven for for coming over'],['markets'],[-0.5438135000000001],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,2,,"['Among', 'all', 'the', 'usual', 'brands', 'the', 'store', 'sells', 'is', 'one', 'more', 'normally', 'associated', 'with', 'the', '1960s', '.']","['IN', 'PDT', 'DT', 'JJ', 'NNS', 'DT', 'NN', 'VBZ', 'VBZ', 'CD', 'RBR', 'RB', 'VBN', 'IN', 'DT', 'CD', '.']","['B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-NP', 'I-NP', 'B-VP', 'B-VP', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'O']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,3,,"['This', 'is', 'Biba', ',', 'a', 'brand', 'that', 'was', 'very', 'much', 'part', 'of', 'swinging', 'London', 'and', 'which', 'originally', 'ceased', 'trading', 'in', '1975', '.']","['DT', 'VBZ', 'NNP', ',', 'DT', 'NN', 'WDT', 'VBD', 'RB', 'JJ', 'NN', 'IN', 'VBG', 'NNP', 'CC', 'WDT', 'RB', 'VBD', 'NN', 'IN', 'CD', '.']","['B-NP', 'B-VP', 'B-NP', 'O', 'B-NP', 'I-NP', 'B-NP', 'B-VP', 'B-ADVP', 'I-ADVP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-ADVP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['Biba'],[' This is Biba'],['corporate'],[0.020817254],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,4,,"['It', 'has', 'since', 'been', 'resurrected', 'several', 'times', ',', 'most', 'recently', 'last', 'year', 'by', 'House', 'of', 'Fraser', '.']","['PRP', 'VBZ', 'RB', 'VBN', 'VBN', 'JJ', 'NNS', ',', 'RBS', 'RB', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'NNP', '.']","['B-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'O', 'B-ADVP', 'I-ADVP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'O']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['House of Fraser'],[' It has since been resurrected several times'],['stock'],[0.038922966],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,5,,"['""', 'The', 'original', 'Biba', '[', 'is', ']', 'very', 'iconic', ',""', 'says', 'Stephanie', 'Chen', ',', 'director', 'of', 'women', ""'s"", 'wear', 'and', 'accessories', 'at', 'House', 'of', 'Fraser', '.']","['``', 'DT', 'JJ', 'NNP', '-LRB-', 'VBZ', '-RRB-', 'RB', 'JJ', 'NFP', 'VBZ', 'NNP', 'NNP', ',', 'NN', 'IN', 'NNS', 'POS', 'NN', 'CC', 'NNS', 'IN', 'NNP', 'IN', 'NNP', '.']","['O', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-VP', 'O', 'B-ADJP', 'I-ADJP', 'O', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-PP', 'B-NP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'O']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['House of Fraser'],[' says Stephanie Chen'],['stock'],[0.08122568],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,6,,"['""', 'It', 'changed', 'the', 'face', 'of', 'fashion', 'and', 'people', 'loved', 'it', '–', 'it', 'was', 'affordable', ',', 'easy', 'and', 'sexy', '.']","['``', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'NN', 'CC', 'NNS', 'VBD', 'PRP', '``', 'PRP', 'VBD', 'JJ', ',', 'JJ', 'CC', 'JJ', '.']","['O', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'O', 'B-NP', 'B-VP', 'B-NP', 'O', 'B-NP', 'B-VP', 'B-ADJP', 'O', 'B-ADJP', 'I-ADJP', 'I-ADJP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,7,,"['The', 'new', 'Biba', 'has', 'been', 'the', 'most', 'successful', 'launch', 'in', 'the', 'House', 'of', 'Fraser', ""'s"", 'history', '–', 'it', ""'s"", 'done', 'way', ',', 'way', 'better', 'than', 'we', ""'d"", 'expected', '.', '""']","['DT', 'JJ', 'NNP', 'VBZ', 'VBN', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'IN', 'NNP', 'POS', 'NN', '``', 'PRP', 'VBZ', 'VBN', 'NN', ',', 'RB', 'RBR', 'IN', 'PRP', 'VBD', 'VBN', '.', ""''""]","['B-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'O', 'B-ADVP', 'I-ADVP', 'B-SBAR', 'B-NP', 'B-VP', 'I-VP', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['Biba', 'House of Fraser']","[' The new Biba has been the most successful launch', "" it 's done way""]","['markets', 'stock']","[0.9212548, 0.12757736]",,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,8,,"['Biba', 'has', 'proved', 'to', 'be', 'a', 'successful', 'example', 'of', 'brand', 'resurrection', '.']","['NNP', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', '.']","['B-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,9,,"['Here', ',', 'what', 'are', 'known', 'as', '""', 'dormant', 'brands', '""', '–', 'once', 'well-known', 'trademarks', 'that', 'may', 'have', 'been', 'off', 'the', 'shelves', 'for', 'years', 'or', 'even', 'decades', '–', 'are', 'dusted', 'off', 'and', 'modernised', '.']","['RB', ',', 'WP', 'VBP', 'VBN', 'IN', '``', 'JJ', 'NNS', ""''"", ""''"", 'RB', 'VBN', 'NNS', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NNS', 'IN', 'NNS', 'CC', 'RB', 'NNS', ""''"", 'VBP', 'VBN', 'RP', 'CC', 'VBN', '.']","['B-ADVP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'O', 'B-NP', 'I-NP', 'I-NP', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-VP', 'I-VP', 'B-PRT', 'O', 'B-VP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,10,,"['The', 'reasons', 'for', 'doing', 'this', 'vary', '.']","['DT', 'NNS', 'IN', 'VBG', 'DT', 'VBP', '.']","['B-NP', 'I-NP', 'B-PP', 'B-VP', 'B-NP', 'B-VP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,11,,"['The', 'brand', 'may', 'have', 'great', 'consumer', 'recognition', 'in', 'spite', 'of', 'its', 'dormancy', '.']","['DT', 'NN', 'MD', 'VB', 'JJ', 'NN', 'NN', 'IN', 'NN', 'IN', 'PRP$', 'NN', '.']","['B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,12,,"['Or', 'it', 'may', 'have', 'a', 'rich', 'and', 'fascinating', 'heritage', '.']","['CC', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'CC', 'JJ', 'NN', '.']","['O', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['River West Brands'],[' says Mark Thomann'],['stock'],[0.1543493],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fe5bda8-24e5-11e0-895d-00144feab49a,63,13,,"['""', 'I', 'do', ""n't"", 'believe', 'that', 'iconic', 'brands', 'really', 'die', ',""', 'says', 'Mark', 'Thomann', 'of', 'River', 'West', 'Brands', ',', 'a', 'Chicago-based', 'company', 'that', 'buys', 'dormant', 'brands', '.']","['``', 'PRP', 'VBP', 'RB', 'VB', 'IN', 'JJ', 'NNS', 'RB', 'VBP', 'NFP', 'VBZ', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNPS', ',', 'DT', 'JJ', 'NN', 'WDT', 'VBZ', 'JJ', 'NNS', '.']","['O', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-SBAR', 'B-NP', 'I-NP', 'B-ADVP', 'B-VP', 'O', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fec0374-23ab-11e0-8bb1-00144feab49a,63,14,,"['""', 'Most', 'of', 'the', 'time', 'consumers', 'keep', 'the', 'brand', 'alive', '.']","['``', 'JJS', 'IN', 'DT', 'NN', 'NNS', 'VBP', 'DT', 'NN', 'JJ', '.']","['O', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-ADJP', 'O']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fec0374-23ab-11e0-8bb1-00144feab49a,63,15,,"['So', 'what', 'you', 'do', 'is', 'look', 'for', 'brands', 'that', 'have', 'positive', 'recall', 'and', 'high', 'brand', 'awareness', '.', '""']","['RB', 'WP', 'PRP', 'VBP', 'VBZ', 'VB', 'IN', 'NNS', 'WDT', 'VBP', 'JJ', 'NN', 'CC', 'JJ', 'NN', 'NN', '.', ""''""]","['O', 'B-NP', 'B-NP', 'B-VP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/17/2011,https://www.ft.com/content/9fec0374-23ab-11e0-8bb1-00144feab49a,63,16,,"['Mr', 'Thomas', 'points', 'to', 'a', 'US', 'brand', 'due', 'to', 'be', 'relaunched', 'called', 'Brim', 'coffee', ',', 'which', 'was', 'big', 'in', 'the', '1980s', 'and', 'went', 'by', 'the', 'catchy', 'slogan', '""', 'Fill', 'it', 'to', 'the', 'rim', 'with', 'Brim', '""', '.']","['NNP', 'NNP', 'VBZ', 'IN', 'DT', 'NNP', 'NN', 'JJ', 'TO', 'VB', 'VBN', 'VBN', 'NNP', 'NN', ',', 'WDT', 'VBD', 'JJ', 'IN', 'DT', 'NNS', 'CC', 'VBD', 'IN', 'DT', 'JJ', 'NN', '``', 'VB', 'PRP', 'IN', 'DT', 'NN', 'IN', 'NNP', ""''"", '.']","['B-NP', 'I-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-ADJP', 'B-VP', 'I-VP', 'I-VP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'B-ADJP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-VP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['Commodore', 'Commodore']","[' a Netherlands-based entrepreneur who revived the Commodore computing brand', ' you use a brand']","['markets', 'corporate']","[0.07124333, 0.012463257]",,,,,,,,,,
